State,County (Short),County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
North Dakota,Ward,"Ward, North Dakota",2019,272,255,17,0,0,0,0,87,46,31,0,6,188,0,74,4
North Dakota,Williams,"Williams, North Dakota",2019,273,222,50,1,0,0,0,108,59,38,0,0,186,51,35,1
Ohio,Adams,"Adams, Ohio",2019,243,243,0,0,0,0,0,45,33,20,0,0,0,31,212,0
Ohio,Allen,"Allen, Ohio",2019,243,199,44,0,0,0,0,97,58,41,0,0,161,31,51,0
Ohio,Ashtabula,"Ashtabula, Ohio",2019,243,222,20,1,0,0,0,112,49,38,0,0,184,59,0,0
Ohio,Athens,"Athens, Ohio",2019,81,78,3,0,0,0,0,56,41,27,0,0,0,0,81,0
Ohio,Belmont,"Belmont, Ohio",2019,244,234,10,0,0,0,0,64,39,16,14,161,0,1,63,5
Ohio,Butler,"Butler, Ohio",2019,273,187,83,3,0,0,0,107,74,45,0,0,231,4,34,4
Ohio,Clark,"Clark, Ohio",2019,243,141,101,1,0,0,0,101,66,46,0,0,117,3,123,0
Ohio,Clermont,"Clermont, Ohio",2019,272,205,63,4,0,0,0,140,61,44,0,0,185,0,87,0
Ohio,Clinton,"Clinton, Ohio",2019,213,173,40,0,0,0,0,100,58,44,0,0,213,0,0,0
Ohio,Columbiana,"Columbiana, Ohio",2019,237,237,0,0,0,0,0,26,12,1,0,0,0,195,0,42
Ohio,Cuyahoga,"Cuyahoga, Ohio",2019,244,127,114,3,0,0,0,105,74,50,1,3,104,2,128,6
Ohio,Delaware,"Delaware, Ohio",2019,181,157,24,0,0,0,0,84,51,42,0,0,181,0,0,0
Ohio,Fayette,"Fayette, Ohio",2019,208,192,16,0,0,0,0,74,49,39,0,0,208,0,0,0
Ohio,Franklin,"Franklin, Ohio",2019,244,164,79,1,0,0,0,101,67,47,1,4,141,0,97,1
Ohio,Gallia,"Gallia, Ohio",2019,243,227,15,1,0,0,0,105,37,6,0,0,0,243,0,0
Ohio,Geauga,"Geauga, Ohio",2019,169,136,31,2,0,0,0,119,64,44,0,0,169,0,0,0
Ohio,Greene,"Greene, Ohio",2019,182,156,26,0,0,0,0,90,54,42,0,0,182,0,0,0
Ohio,Hamilton,"Hamilton, Ohio",2019,274,121,147,6,0,0,0,119,77,52,1,5,137,0,131,0
Ohio,Harrison,"Harrison, Ohio",2019,188,186,2,0,0,0,0,59,31,2,148,0,0,0,38,2
Ohio,Jefferson,"Jefferson, Ohio",2019,243,140,101,2,0,0,0,123,63,47,0,0,82,4,157,0
Ohio,Knox,"Knox, Ohio",2019,184,161,23,0,0,0,0,93,54,43,0,0,184,0,0,0
Ohio,Lake,"Lake, Ohio",2019,244,209,30,5,0,0,0,115,58,40,1,0,172,1,70,0
Ohio,Lawrence,"Lawrence, Ohio",2019,243,211,32,0,0,0,0,77,52,41,0,0,147,0,96,0
Ohio,Licking,"Licking, Ohio",2019,184,164,20,0,0,0,0,80,51,42,0,0,184,0,0,0
Ohio,Lorain,"Lorain, Ohio",2019,243,207,36,0,0,0,0,71,52,39,0,0,153,0,90,0
Ohio,Lucas,"Lucas, Ohio",2019,243,191,51,1,0,0,0,143,63,42,0,0,158,10,75,0
Ohio,Madison,"Madison, Ohio",2019,184,154,30,0,0,0,0,93,58,43,0,0,184,0,0,0
Ohio,Mahoning,"Mahoning, Ohio",2019,243,202,41,0,0,0,0,84,56,41,0,0,137,1,105,0
Ohio,Medina,"Medina, Ohio",2019,264,233,31,0,0,0,0,78,52,39,0,0,141,0,123,0
Ohio,Miami,"Miami, Ohio",2019,180,167,13,0,0,0,0,77,50,41,0,0,180,0,0,0
Ohio,Montgomery,"Montgomery, Ohio",2019,244,152,92,0,0,0,0,94,63,45,1,0,128,0,114,1
Ohio,Morgan,"Morgan, Ohio",2019,236,236,0,0,0,0,0,21,7,1,0,0,0,236,0,0
Ohio,Noble,"Noble, Ohio",2019,208,195,13,0,0,0,0,74,49,38,0,0,208,0,0,0
Ohio,Portage,"Portage, Ohio",2019,219,203,16,0,0,0,0,87,49,38,0,0,184,0,35,0
Ohio,Preble,"Preble, Ohio",2019,243,177,66,0,0,0,0,93,61,44,1,0,162,0,80,0
Ohio,Scioto,"Scioto, Ohio",2019,243,237,6,0,0,0,0,78,38,14,0,0,0,42,68,133
Ohio,Stark,"Stark, Ohio",2019,243,144,99,0,0,0,0,100,67,47,0,0,126,0,117,0
Ohio,Summit,"Summit, Ohio",2019,273,204,66,3,0,0,0,115,62,43,0,0,153,2,118,0
Ohio,Trumbull,"Trumbull, Ohio",2019,243,194,49,0,0,0,0,100,60,42,0,0,159,0,84,0
Ohio,Warren,"Warren, Ohio",2019,273,205,65,3,0,0,0,122,64,44,0,0,175,0,98,0
Ohio,Washington,"Washington, Ohio",2019,184,165,19,0,0,0,0,87,51,42,0,0,184,0,0,0
Ohio,Wood,"Wood, Ohio",2019,183,165,18,0,0,0,0,87,50,40,0,0,183,0,0,0
Oklahoma,Adair,"Adair, Oklahoma",2019,182,161,21,0,0,0,0,86,51,40,1,0,135,0,43,3
Oklahoma,Canadian,"Canadian, Oklahoma",2019,273,225,47,1,0,0,0,105,61,40,0,0,273,0,0,0
Oklahoma,Carter,"Carter, Oklahoma",2019,273,201,72,0,0,0,0,97,59,44,0,0,171,0,102,0
Oklahoma,Choctaw,"Choctaw, Oklahoma",2019,196,183,13,0,0,0,0,90,48,39,0,0,196,0,0,0
Oklahoma,Cleveland,"Cleveland, Oklahoma",2019,273,163,110,0,0,0,0,90,66,47,0,0,154,0,119,0
Oklahoma,Comanche,"Comanche, Oklahoma",2019,273,198,75,0,0,0,0,97,67,44,0,0,184,0,89,0
Oklahoma,Creek,"Creek, Oklahoma",2019,265,241,23,1,0,0,0,101,50,38,0,0,265,0,0,0
Oklahoma,Custer,"Custer, Oklahoma",2019,236,235,1,0,0,0,0,58,26,14,0,0,0,0,0,236
Oklahoma,Dewey,"Dewey, Oklahoma",2019,273,210,63,0,0,0,0,93,60,44,0,0,196,0,77,0
Oklahoma,Garfield,"Garfield, Oklahoma",2019,253,250,3,0,0,0,0,74,14,0,0,0,0,253,0,0
Oklahoma,Johnston,"Johnston, Oklahoma",2019,81,71,10,0,0,0,0,67,51,42,0,0,81,0,0,0
Oklahoma,Kay,"Kay, Oklahoma",2019,273,213,59,1,0,0,0,106,56,40,0,0,56,3,214,0
Oklahoma,Le Flore,"Le Flore, Oklahoma",2019,38,35,3,0,0,0,0,79,48,28,0,0,0,0,35,3
Oklahoma,Mayes,"Mayes, Oklahoma",2019,271,258,13,0,0,0,0,100,46,13,0,0,118,153,0,0
Oklahoma,Muskogee,"Muskogee, Oklahoma",2019,195,178,15,1,1,0,0,169,46,12,0,0,0,61,0,134
Oklahoma,Nowata,"Nowata, Oklahoma",2019,273,200,72,1,0,0,0,118,58,43,0,0,164,0,109,0
Oklahoma,Oklahoma,"Oklahoma, Oklahoma",2019,274,164,109,1,0,0,0,119,74,47,1,1,172,0,99,1
Oklahoma,Osage,"Osage, Oklahoma",2019,271,228,43,0,0,0,0,90,58,40,0,0,271,0,0,0
Oklahoma,Ottawa,"Ottawa, Oklahoma",2019,181,147,34,0,0,0,0,99,54,41,0,0,70,0,102,9
Oklahoma,Pittsburg,"Pittsburg, Oklahoma",2019,273,190,81,2,0,0,0,105,61,44,0,0,164,0,109,0
Oklahoma,Sequoyah,"Sequoyah, Oklahoma",2019,212,185,27,0,0,0,0,67,52,38,0,12,92,0,108,0
Oklahoma,Tulsa,"Tulsa, Oklahoma",2019,274,175,98,1,0,0,0,105,68,47,1,2,173,0,98,0
Oregon,Baker,"Baker, Oregon",2019,90,88,2,0,0,0,0,60,43,26,0,0,0,0,90,0
Oregon,Benton,"Benton, Oregon",2019,90,86,4,0,0,0,0,60,40,20,0,0,0,0,90,0
Oregon,Clackamas,"Clackamas, Oregon",2019,61,58,3,0,0,0,0,90,44,36,0,0,61,0,0,0
Oregon,Columbia,"Columbia, Oregon",2019,58,56,2,0,0,0,0,84,39,29,0,0,58,0,0,0
Oregon,Coos,"Coos, Oregon",2019,107,106,1,0,0,0,0,58,35,19,0,0,0,0,107,0
Oregon,Crook,"Crook, Oregon",2019,56,48,8,0,0,0,0,85,57,17,0,0,0,0,56,0
Oregon,Deschutes,"Deschutes, Oregon",2019,90,89,1,0,0,0,0,56,37,20,0,0,0,0,90,0
Oregon,Grant,"Grant, Oregon",2019,90,51,38,1,0,0,0,103,65,47,0,0,0,0,90,0
Oregon,Harney,"Harney, Oregon",2019,133,83,45,5,0,0,0,131,74,40,0,0,0,0,133,0
Oregon,Jackson,"Jackson, Oregon",2019,161,136,24,1,0,0,0,105,59,35,0,0,61,0,100,0
Oregon,Jefferson,"Jefferson, Oregon",2019,90,61,29,0,0,0,0,81,67,33,0,0,0,0,90,0
Oregon,Josephine,"Josephine, Oregon",2019,105,74,31,0,0,0,0,88,71,36,0,0,0,0,105,0
Oregon,Klamath,"Klamath, Oregon",2019,105,76,29,0,0,0,0,92,70,33,0,0,0,0,105,0
Oregon,Lake,"Lake, Oregon",2019,120,101,18,1,0,0,0,106,60,20,0,0,0,0,120,0
Oregon,Lane,"Lane, Oregon",2019,181,131,47,3,0,0,0,117,70,37,0,0,52,0,122,7
Oregon,Linn,"Linn, Oregon",2019,90,81,9,0,0,0,0,95,52,26,0,0,0,0,90,0
Oregon,Marion,"Marion, Oregon",2019,61,59,2,0,0,0,0,74,43,33,0,0,61,0,0,0
Oregon,Multnomah,"Multnomah, Oregon",2019,181,175,6,0,0,0,0,84,42,32,5,20,146,0,10,0
Oregon,Umatilla,"Umatilla, Oregon",2019,150,123,27,0,0,0,0,80,56,38,0,0,60,0,90,0
Oregon,Union,"Union, Oregon",2019,90,85,5,0,0,0,0,56,45,24,0,0,0,0,88,2
Oregon,Wallowa,"Wallowa, Oregon",2019,90,76,14,0,0,0,0,83,54,30,0,0,0,0,90,0
Oregon,Washington,"Washington, Oregon",2019,182,169,13,0,0,0,0,87,47,31,2,12,120,0,48,0
Pennsylvania,Adams,"Adams, Pennsylvania",2019,212,164,48,0,0,0,0,80,59,43,0,0,162,0,50,0
Pennsylvania,Allegheny,"Allegheny, Pennsylvania",2019,274,100,165,6,3,0,0,161,80,55,1,0,87,20,166,0
Pennsylvania,Armstrong,"Armstrong, Pennsylvania",2019,212,189,23,0,0,0,0,71,51,39,0,0,152,0,60,0
Pennsylvania,Beaver,"Beaver, Pennsylvania",2019,212,150,61,1,0,0,0,132,63,45,0,0,153,0,59,0
Pennsylvania,Berks,"Berks, Pennsylvania",2019,212,159,46,6,1,0,0,165,67,43,0,0,145,1,66,0
Pennsylvania,Blair,"Blair, Pennsylvania",2019,206,165,41,0,0,0,0,90,60,42,0,0,145,0,61,0
Pennsylvania,Bradford,"Bradford, Pennsylvania",2019,201,176,25,0,0,0,0,75,52,39,0,0,150,0,51,0
Pennsylvania,Bucks,"Bucks, Pennsylvania",2019,209,181,25,3,0,0,0,136,61,39,0,0,209,0,0,0
Pennsylvania,Cambria,"Cambria, Pennsylvania",2019,210,176,34,0,0,0,0,84,55,39,0,3,131,0,76,0
Pennsylvania,Centre,"Centre, Pennsylvania",2019,212,151,61,0,0,0,0,91,65,44,0,0,131,0,81,0
Pennsylvania,Chester,"Chester, Pennsylvania",2019,208,154,52,2,0,0,0,115,67,44,0,0,167,0,41,0
Pennsylvania,Clearfield,"Clearfield, Pennsylvania",2019,208,207,1,0,0,0,0,61,44,37,0,0,208,0,0,0
Pennsylvania,Cumberland,"Cumberland, Pennsylvania",2019,181,123,54,4,0,0,0,150,69,40,0,0,0,0,181,0
Pennsylvania,Dauphin,"Dauphin, Pennsylvania",2019,212,169,40,2,1,0,0,158,64,42,0,0,145,0,66,1
Pennsylvania,Delaware,"Delaware, Pennsylvania",2019,210,148,58,4,0,0,0,131,70,44,0,3,143,0,64,0
Pennsylvania,Elk,"Elk, Pennsylvania",2019,207,197,10,0,0,0,0,80,49,39,0,0,207,0,0,0
Pennsylvania,Erie,"Erie, Pennsylvania",2019,211,187,24,0,0,0,0,93,51,37,0,5,147,0,59,0
Pennsylvania,Fayette,"Fayette, Pennsylvania",2019,208,192,16,0,0,0,0,67,48,39,0,0,177,0,31,0
Pennsylvania,Franklin,"Franklin, Pennsylvania",2019,198,184,14,0,0,0,0,80,49,39,0,0,198,0,0,0
Pennsylvania,Greene,"Greene, Pennsylvania",2019,203,194,9,0,0,0,0,58,45,35,0,0,144,0,59,0
Pennsylvania,Indiana,"Indiana, Pennsylvania",2019,211,193,18,0,0,0,0,93,50,41,0,0,203,8,0,0
Pennsylvania,Lackawanna,"Lackawanna, Pennsylvania",2019,212,196,16,0,0,0,0,80,49,39,0,14,183,0,15,0
Pennsylvania,Lancaster,"Lancaster, Pennsylvania",2019,212,138,67,6,1,0,0,157,72,46,0,0,128,0,84,0
Pennsylvania,Lawrence,"Lawrence, Pennsylvania",2019,209,208,1,0,0,0,0,54,43,32,0,0,209,0,0,0
Pennsylvania,Lebanon,"Lebanon, Pennsylvania",2019,207,159,45,3,0,0,0,142,64,43,0,0,144,0,63,0
Pennsylvania,Lehigh,"Lehigh, Pennsylvania",2019,211,172,36,3,0,0,0,119,61,40,0,0,151,0,60,0
Pennsylvania,Luzerne,"Luzerne, Pennsylvania",2019,210,201,9,0,0,0,0,77,47,37,0,0,206,0,0,4
Pennsylvania,Lycoming,"Lycoming, Pennsylvania",2019,208,200,8,0,0,0,0,67,46,37,0,0,208,0,0,0
Pennsylvania,Mercer,"Mercer, Pennsylvania",2019,212,171,41,0,0,0,0,93,57,42,0,0,163,0,49,0
Pennsylvania,Monroe,"Monroe, Pennsylvania",2019,202,194,8,0,0,0,0,80,47,38,0,0,202,0,0,0
Pennsylvania,Montgomery,"Montgomery, Pennsylvania",2019,212,178,33,1,0,0,0,129,57,35,0,0,146,0,66,0
Pennsylvania,Northampton,"Northampton, Pennsylvania",2019,212,172,37,3,0,0,0,114,63,42,0,0,161,0,51,0
Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania",2019,182,132,49,1,0,0,0,136,66,43,1,19,108,0,54,0
Pennsylvania,Somerset,"Somerset, Pennsylvania",2019,209,192,17,0,0,0,0,80,49,39,0,0,209,0,0,0
Pennsylvania,Susquehanna,"Susquehanna, Pennsylvania",2019,181,168,13,0,0,0,0,70,46,24,0,0,0,0,181,0
Pennsylvania,Tioga,"Tioga, Pennsylvania",2019,210,203,7,0,0,0,0,63,48,38,0,2,180,0,28,0
Pennsylvania,Warren,"Warren, Pennsylvania",2019,181,178,1,2,0,0,0,120,24,10,0,0,0,181,0,0
Pennsylvania,Washington,"Washington, Pennsylvania",2019,212,146,65,1,0,0,0,110,61,44,0,0,137,1,74,0
Pennsylvania,Westmoreland,"Westmoreland, Pennsylvania",2019,205,187,18,0,0,0,0,93,50,39,0,0,167,0,38,0
Pennsylvania,York,"York, Pennsylvania",2019,212,175,37,0,0,0,0,93,58,41,0,10,157,0,45,0
Puerto Rico,Adjuntas,"Adjuntas, Puerto Rico",2019,57,53,4,0,0,0,0,58,44,18,0,0,0,0,57,0
Puerto Rico,Bayamon,"Bayamon, Puerto Rico",2019,149,142,7,0,0,0,0,95,42,15,0,0,38,27,84,0
Puerto Rico,Caguas,"Caguas, Puerto Rico",2019,171,165,6,0,0,0,0,67,23,9,94,19,0,0,58,0
Puerto Rico,Catano,"Catano, Puerto Rico",2019,169,28,79,14,2,26,20,396,326,88,0,0,59,1,102,7
Puerto Rico,Fajardo,"Fajardo, Puerto Rico",2019,59,54,5,0,0,0,0,66,50,21,0,0,0,0,59,0
Puerto Rico,Guayama,"Guayama, Puerto Rico",2019,75,74,1,0,0,0,0,96,7,6,0,0,0,75,0,0
Puerto Rico,Guaynabo,"Guaynabo, Puerto Rico",2019,181,159,20,2,0,0,0,105,51,22,23,114,0,0,34,10
Puerto Rico,Mayagnez,"Mayagnez, Puerto Rico",2019,20,12,8,0,0,0,0,76,71,41,0,0,1,0,19,0
Puerto Rico,Ponce,"Ponce, Puerto Rico",2019,170,104,60,6,0,0,0,136,67,39,7,0,0,0,142,21
Puerto Rico,San Juan,"San Juan, Puerto Rico",2019,99,99,0,0,0,0,0,30,17,13,99,0,0,0,0,0
Rhode Island,Kent,"Kent, Rhode Island",2019,178,169,9,0,0,0,0,84,48,39,0,0,113,0,65,0
Rhode Island,Providence,"Providence, Rhode Island",2019,208,176,32,0,0,0,0,84,54,43,1,12,117,0,72,6
Rhode Island,Washington,"Washington, Rhode Island",2019,181,171,9,1,0,0,0,108,48,40,0,0,118,0,63,0
South Carolina,Aiken,"Aiken, South Carolina",2019,223,188,35,0,0,0,0,97,61,42,0,0,223,0,0,0
South Carolina,Anderson,"Anderson, South Carolina",2019,190,143,46,1,0,0,0,108,67,44,0,0,190,0,0,0
South Carolina,Berkeley,"Berkeley, South Carolina",2019,172,145,27,0,0,0,0,100,58,40,0,0,172,0,0,0
South Carolina,Charleston,"Charleston, South Carolina",2019,263,213,49,1,0,0,0,140,58,40,0,0,169,0,93,1
South Carolina,Chesterfield,"Chesterfield, South Carolina",2019,271,196,75,0,0,0,0,90,64,44,0,0,184,0,87,0
South Carolina,Colleton,"Colleton, South Carolina",2019,7,7,0,0,0,0,0,32,32,29,0,0,5,0,2,0
South Carolina,Darlington,"Darlington, South Carolina",2019,228,176,52,0,0,0,0,100,64,44,0,0,228,0,0,0
South Carolina,Edgefield,"Edgefield, South Carolina",2019,273,214,59,0,0,0,0,88,58,42,0,0,182,0,91,0
South Carolina,Florence,"Florence, South Carolina",2019,270,239,31,0,0,0,0,70,51,32,0,0,0,0,270,0
South Carolina,Georgetown,"Georgetown, South Carolina",2019,92,91,1,0,0,0,0,52,25,14,0,0,0,0,0,92
South Carolina,Greenville,"Greenville, South Carolina",2019,273,173,99,1,0,0,0,101,71,46,0,1,189,0,82,1
South Carolina,Horry,"Horry, South Carolina",2019,206,150,56,0,0,0,0,97,67,44,0,0,206,0,0,0
South Carolina,Lexington,"Lexington, South Carolina",2019,273,233,40,0,0,0,0,66,53,31,0,0,0,0,246,27
South Carolina,Oconee,"Oconee, South Carolina",2019,273,219,53,1,0,0,0,105,58,43,0,0,238,0,35,0
South Carolina,Pickens,"Pickens, South Carolina",2019,215,141,74,0,0,0,0,93,77,46,0,0,215,0,0,0
South Carolina,Richland,"Richland, South Carolina",2019,274,198,74,2,0,0,0,136,67,44,1,0,222,0,51,0
South Carolina,Spartanburg,"Spartanburg, South Carolina",2019,273,183,88,2,0,0,0,105,71,46,0,0,198,0,75,0
South Carolina,York,"York, South Carolina",2019,272,198,67,7,0,0,0,133,71,43,0,0,210,26,36,0
South Dakota,Brookings,"Brookings, South Dakota",2019,181,115,61,5,0,0,0,126,77,47,0,0,165,0,16,0
South Dakota,Brown,"Brown, South Dakota",2019,60,52,8,0,0,0,0,77,56,24,0,0,0,0,54,6
South Dakota,Codington,"Codington, South Dakota",2019,178,156,22,0,0,0,0,83,54,27,0,0,0,0,146,32
South Dakota,Custer,"Custer, South Dakota",2019,181,174,7,0,0,0,0,84,49,40,0,0,176,0,5,0
South Dakota,Hughes,"Hughes, South Dakota",2019,177,171,6,0,0,0,0,65,38,14,0,0,0,0,177,0
South Dakota,Jackson,"Jackson, South Dakota",2019,181,165,16,0,0,0,0,61,50,41,0,2,169,0,10,0
South Dakota,Meade,"Meade, South Dakota",2019,181,174,7,0,0,0,0,80,46,37,0,0,177,0,0,4
South Dakota,Minnehaha,"Minnehaha, South Dakota",2019,182,149,32,1,0,0,0,105,58,42,1,6,147,0,27,1
South Dakota,Pennington,"Pennington, South Dakota",2019,179,127,48,4,0,0,0,117,67,35,0,9,0,0,54,116
South Dakota,Union,"Union, South Dakota",2019,180,146,34,0,0,0,0,97,58,40,0,2,119,0,53,6
Tennessee,Anderson,"Anderson, Tennessee",2019,181,145,36,0,0,0,0,87,67,39,0,0,122,59,0,0
Tennessee,Blount,"Blount, Tennessee",2019,244,201,42,1,0,0,0,101,54,42,1,0,217,0,26,0
Tennessee,Claiborne,"Claiborne, Tennessee",2019,208,188,20,0,0,0,0,80,50,38,0,0,208,0,0,0
Tennessee,Davidson,"Davidson, Tennessee",2019,182,140,42,0,0,0,0,74,57,43,1,21,80,0,80,0
Tennessee,DeKalb,"DeKalb, Tennessee",2019,210,186,24,0,0,0,0,80,51,38,0,0,210,0,0,0
Tennessee,Dyer,"Dyer, Tennessee",2019,176,167,9,0,0,0,0,60,45,26,0,0,0,0,176,0
Tennessee,Hamilton,"Hamilton, Tennessee",2019,273,178,95,0,0,0,0,97,67,46,0,0,166,0,107,0
Tennessee,Jefferson,"Jefferson, Tennessee",2019,121,100,21,0,0,0,0,90,58,44,0,0,121,0,0,0
Tennessee,Knox,"Knox, Tennessee",2019,273,203,70,0,0,0,0,84,58,42,0,0,137,0,133,3
Tennessee,Lawrence,"Lawrence, Tennessee",2019,173,164,9,0,0,0,0,60,44,25,0,0,0,0,173,0
Tennessee,Loudon,"Loudon, Tennessee",2019,181,146,35,0,0,0,0,80,58,42,0,0,93,0,88,0
Tennessee,Madison,"Madison, Tennessee",2019,181,174,7,0,0,0,0,57,45,24,0,0,0,0,181,0
Tennessee,Maury,"Maury, Tennessee",2019,179,171,8,0,0,0,0,61,45,25,0,0,0,0,179,0
Tennessee,McMinn,"McMinn, Tennessee",2019,173,149,24,0,0,0,0,65,53,29,0,0,0,0,173,0
Tennessee,Montgomery,"Montgomery, Tennessee",2019,178,167,11,0,0,0,0,63,46,26,0,0,0,0,178,0
Tennessee,Putnam,"Putnam, Tennessee",2019,181,177,4,0,0,0,0,63,42,23,0,0,0,0,181,0
Tennessee,Roane,"Roane, Tennessee",2019,173,158,15,0,0,0,0,71,49,27,0,0,0,0,173,0
Tennessee,Sevier,"Sevier, Tennessee",2019,243,187,56,0,0,0,0,87,61,45,0,0,243,0,0,0
Tennessee,Shelby,"Shelby, Tennessee",2019,182,121,61,0,0,0,0,90,63,44,1,6,106,0,69,0
Tennessee,Sullivan,"Sullivan, Tennessee",2019,181,102,63,16,0,0,0,121,91,50,0,0,69,78,34,0
Tennessee,Sumner,"Sumner, Tennessee",2019,178,143,35,0,0,0,0,87,58,40,0,0,103,0,75,0
Tennessee,Williamson,"Williamson, Tennessee",2019,122,102,20,0,0,0,0,71,54,43,0,0,122,0,0,0
Tennessee,Wilson,"Wilson, Tennessee",2019,115,99,16,0,0,0,0,74,54,41,0,0,115,0,0,0
Texas,Bell,"Bell, Texas",2019,212,156,54,2,0,0,0,105,63,43,0,1,163,0,48,0
Texas,Bexar,"Bexar, Texas",2019,273,141,126,5,1,0,0,169,71,50,0,1,103,0,169,0
Texas,Bowie,"Bowie, Texas",2019,196,170,26,0,0,0,0,63,52,32,0,0,0,0,196,0
Texas,Brazoria,"Brazoria, Texas",2019,181,158,18,4,1,0,0,161,58,35,0,2,179,0,0,0
Texas,Brewster,"Brewster, Texas",2019,238,188,50,0,0,0,0,93,60,44,0,0,208,0,30,0
Texas,Cameron,"Cameron, Texas",2019,181,101,80,0,0,0,0,89,69,48,0,0,69,0,112,0
Texas,Collin,"Collin, Texas",2019,181,154,23,4,0,0,0,126,58,40,0,0,181,0,0,0
Texas,Dallas,"Dallas, Texas",2019,182,114,65,3,0,0,0,112,72,45,1,6,96,0,79,0
Texas,Denton,"Denton, Texas",2019,181,142,35,4,0,0,0,133,64,42,0,4,140,0,37,0
Texas,Ector,"Ector, Texas",2019,205,178,27,0,0,0,0,80,54,30,0,0,0,0,205,0
Texas,El Paso,"El Paso, Texas",2019,213,60,145,6,2,0,0,157,84,57,1,6,104,0,101,1
Texas,Ellis,"Ellis, Texas",2019,181,146,35,0,0,0,0,97,60,40,0,2,135,0,44,0
Texas,Freestone,"Freestone, Texas",2019,208,208,0,0,0,0,0,31,1,0,0,0,0,208,0,0
Texas,Galveston,"Galveston, Texas",2019,181,135,39,7,0,0,0,136,64,41,0,3,140,3,34,1
Texas,Gregg,"Gregg, Texas",2019,211,186,24,1,0,0,0,112,51,35,0,2,200,9,0,0
Texas,Harris,"Harris, Texas",2019,182,89,77,13,3,0,0,169,93,51,1,10,79,0,90,2
Texas,Harrison,"Harrison, Texas",2019,211,174,36,1,0,0,0,113,54,38,0,0,123,26,62,0
Texas,Hidalgo,"Hidalgo, Texas",2019,181,103,76,2,0,0,0,106,70,45,0,0,60,0,120,1
Texas,Hood,"Hood, Texas",2019,177,160,17,0,0,0,0,90,50,36,0,0,177,0,0,0
Texas,Howard,"Howard, Texas",2019,190,169,21,0,0,0,0,99,51,6,0,0,0,190,0,0
Texas,Hunt,"Hunt, Texas",2019,180,168,12,0,0,0,0,97,49,36,0,0,180,0,0,0
Texas,Hutchinson,"Hutchinson, Texas",2019,206,118,35,51,2,0,0,162,121,33,0,0,0,206,0,0
Texas,Jefferson,"Jefferson, Texas",2019,181,112,65,3,1,0,0,174,74,45,0,0,102,11,68,0
Texas,Johnson,"Johnson, Texas",2019,175,146,25,4,0,0,0,119,64,39,0,0,175,0,0,0
Texas,Kaufman,"Kaufman, Texas",2019,181,153,28,0,0,0,0,93,54,41,0,1,138,0,42,0
Texas,Kleberg,"Kleberg, Texas",2019,159,118,41,0,0,0,0,87,59,35,0,0,0,0,159,0
Texas,Lubbock,"Lubbock, Texas",2019,192,181,10,1,0,0,0,103,44,25,0,0,0,0,192,0
Texas,Maverick,"Maverick, Texas",2019,159,124,34,1,0,0,0,104,62,28,0,0,0,0,159,0
Texas,McLennan,"McLennan, Texas",2019,213,194,19,0,0,0,0,80,50,36,2,0,177,0,34,0
Texas,Milam,"Milam, Texas",2019,190,190,0,0,0,0,0,1,1,0,0,0,0,190,0,0
Texas,Montgomery,"Montgomery, Texas",2019,181,142,34,5,0,0,0,143,67,42,0,1,144,0,36,0
Texas,Navarro,"Navarro, Texas",2019,181,128,47,4,2,0,0,193,72,42,0,1,109,44,27,0
Texas,Nueces,"Nueces, Texas",2019,181,116,64,1,0,0,0,107,66,46,0,0,83,1,97,0
Texas,Orange,"Orange, Texas",2019,181,135,44,2,0,0,0,111,62,43,0,0,113,13,55,0
Texas,Parker,"Parker, Texas",2019,180,158,22,0,0,0,0,90,51,38,0,0,180,0,0,0
Texas,Polk,"Polk, Texas",2019,206,197,9,0,0,0,0,74,45,31,0,0,206,0,0,0
Texas,Potter,"Potter, Texas",2019,212,195,13,4,0,0,0,110,44,21,0,0,0,54,158,0
Texas,Randall,"Randall, Texas",2019,203,153,48,2,0,0,0,112,64,44,0,0,203,0,0,0
Texas,Robertson,"Robertson, Texas",2019,211,211,0,0,0,0,0,17,1,0,0,0,0,211,0,0
Texas,Rockwall,"Rockwall, Texas",2019,169,161,8,0,0,0,0,87,47,34,0,0,169,0,0,0
Texas,Rusk,"Rusk, Texas",2019,210,182,21,7,0,0,0,129,64,9,0,0,0,210,0,0
Texas,Smith,"Smith, Texas",2019,211,184,26,1,0,0,0,133,54,37,0,0,211,0,0,0
Texas,Tarrant,"Tarrant, Texas",2019,182,125,56,1,0,0,0,119,67,43,1,9,117,0,55,0
Texas,Titus,"Titus, Texas",2019,205,204,1,0,0,0,0,54,11,0,0,0,0,205,0,0
Texas,Travis,"Travis, Texas",2019,244,160,83,1,0,0,0,115,64,45,1,4,116,0,123,0
Texas,Victoria,"Victoria, Texas",2019,160,143,17,0,0,0,0,87,54,33,0,0,160,0,0,0
Texas,Webb,"Webb, Texas",2019,182,116,65,1,0,0,0,109,72,44,1,0,62,0,118,1
Utah,Box Elder,"Box Elder, Utah",2019,273,222,49,2,0,0,0,121,58,43,0,66,184,0,23,0
